dish_name,countries_of_origin,ingredients
Matambre,"['Argentina', 'Paraguay', 'Uruguay']","['egg', 'vegetable', 'ham', 'hard_boiled_egg', 'pepper', 'herb', 'beef', 'beef_steak']"
Queijada,['Portugal'],"['vanilla', 'cinnamon', 'milk', 'flour', 'lemon', 'sugar', 'butter', 'vanilla_extract', 'cheese', 'lemon_zest', 'egg']"
Breakfast Roll,['Ireland'],"['white_pudding', 'mushroom', 'bacon', 'sausage', 'black_pudding', 'tomato', 'toast', 'bean', 'egg']"
Weetabix,['United Kingdom'],"['wheat', 'barley_malt_extract', 'sugar', 'salt', 'barley', 'whole_grain_wheat']"
Mother-in-law,['United States'],"['tamale', 'bun', 'pickle', 'sandwich_bun', 'onion', 'mustard', 'cheese', 'chili', 'hot_sauce']"
Anthotyros,['Greece'],"['spice', 'milk', 'sheep_milk', 'salt', 'goat_milk', 'herb', 'goat']"
Abbacchio,['Italy'],"['white_wine', 'wine', 'sage', 'vinegar', 'lemon', 'lamb', 'garlic', 'olive_oil', 'rosemary', 'salt', 'pepper', 'bay_leaf', 'olive', 'anchovy', 'oil']"
Qormeh Sabzi,"['Azerbaijan', 'Iran']","['saffron', 'spinach', 'water', 'onion', 'lamb', 'garlic', 'kidney_bean', 'cilantro', 'turmeric', 'parsley', 'salt', 'oil', 'fenugreek', 'pepper', 'bean', 'lime', 'dried_lime', 'kidney']"
Ginataang Munggo,['Philippines'],"['moringa_leaf', 'spinach', 'milk', 'coconut', 'garlic', 'onion', 'mung_bean', 'green_chili', 'shrimp', 'chili', 'black_pepper', 'ginger', 'fish_sauce', 'bean', 'water', 'fish', 'pork', 'chayote', 'salt', 'coconut_milk', 'pepper']"
Hákarl,['Iceland'],"['shark_meat', 'meat']"
Htamanè,['Myanmar'],"['banana_leaf', 'sesame_seed', 'nut', 'water', 'coconut', 'cashew_nut', 'sugar', 'rice', 'glutinou_rice', 'ginger', 'peanut', 'banana', 'coconut_slice', 'salt', 'oil', 'cashew']"
Kati Roll,"['Bangladesh', 'India']","['paratha', 'lettuce', 'garam_masala', 'green_chili', 'onion', 'tomato_ketchup', 'garlic', 'tamarind_chutney', 'coriander', 'chili', 'turmeric_powder', 'coriander_powder', 'ginger', 'bell_pepper', 'tamarind', 'cumin', 'tomato', 'ketchup', 'mint_chutney', 'lemon_juice', 'cumin_powder', 'red_chili_powder', 'coriander_leaf', 'mint', 'egg', 'chicken', 'yogurt', 'chaat_masala', 'ginger_garlic_paste', 'lemon', 'turmeric', 'paneer', 'salt', 'pepper', 'oil']"
White Pudding,"['United Kingdom', 'Ireland']","['spice', 'suet', 'pork_meat', 'oatmeal', 'onion', 'fat', 'pork', 'pork_fat', 'meat']"
Chả rươi,['Vietnam'],"['scallion', 'fish', 'sand_worm', 'dill', 'ginger', 'fish_sauce', 'tangerine_peel', 'pork', 'pepper', 'chili', 'egg']"
Risalamande,['Denmark'],"['vanilla', 'milk', 'cream', 'almond', 'sugar', 'rice', 'whipped_cream', 'cherry', 'cherry_sauce']"
Bauru,['Brazil'],"['pickle', 'roast_beef', 'tomato', 'melted_cheese', 'cheese', 'beef']"
Speculaas,"['Belgium', 'Netherlands', 'Germany']","['anise_seed', 'white_pepper', 'cinnamon', 'milk', 'brown_sugar', 'baking_soda', 'flour', 'almond', 'sugar', 'cardamom', 'ginger', 'salt', 'butter', 'pepper', 'nutmeg', 'clove']"
Cheesesteak,['United States'],"['mushroom', 'steak', 'onion', 'green_pepper', 'hoagie_roll', 'pepper', 'cheese', 'provolone_cheese']"
Shiruko,['Japan'],"['azuki_bean', 'mochi', 'milk', 'sugar', 'chestnut', 'sweetened_condensed_milk', 'bean', 'water']"
Motsu Soba,['Japan'],"['buckwheat_noodle', 'mushroom', 'garlic', 'onion', 'dashi', 'soy_sauce', 'chili', 'mirin', 'broth', 'ginger', 'noodle', 'pork_entrail', 'green_onion', 'shichimi_togarashi', 'dashi_broth', 'pork', 'kamaboko', 'chili_pepper', 'sake', 'pepper', 'beef']"
A-gei,['Taiwan'],"['noodle', 'surumi', 'tofu', 'mushroom', 'starch', 'garlic', 'cellophane_noodle', 'corn', 'ground_pork', 'salt', 'pepper', 'corn_starch', 'pork', 'black_fungu', 'soy_sauce', 'oil', 'egg']"
Stegt Flæsk,['Denmark'],"['pork', 'potato']"
Ramune Candy,['Japan'],"['flavoring', 'glucose_syrup', 'citric_acid', 'starch', 'sugar', 'corn', 'coloring', 'corn_starch', 'syrup']"
Samgye-tang,"['North Korea', 'South Korea']","['milk', 'medicinal_herb_like_astragalu', 'milk_vetch_root', 'whole_young_chicken', 'garlic', 'onion', 'ginseng', 'sesame_seed', 'nut', 'jujube', 'chestnut', 'water', 'green_onion', 'rice', 'herb', 'ginkgo_nut', 'chicken', 'glutinou_rice', 'salt', 'pepper']"
Khòng-bah-pn̄g,"['Malaysia', 'Singapore', 'China', 'Taiwan']","['wine', 'cooking_rice_wine', 'garlic', 'scallion_for_garnish', 'soy_sauce', 'scallion', 'rice_wine', 'sugar', 'ginger', 'pork_belly', 'cinnamon', 'fermented_soybean', 'rice', 'star_anise', 'pork', 'cinnamon_stick', 'crushed_ginger', 'salt', 'pepper', 'minced_garlic']"
Sayadieh,['Lebanon'],"['saffron', 'fish', 'cinnamon', 'lemon_juice', 'nut', 'lemon', 'pine_nut', 'onion', 'garlic', 'olive_oil', 'rice', 'turmeric', 'salt', 'cumin', 'pepper', 'olive', 'oil', 'allspice']"
Lou Mei,"['Hong Kong', 'China', 'Taiwan']","['broth', 'tofu_in_a_rich', 'variou_meat', 'seasoned_soy_sauce_broth', 'tofu', 'meat']"
Goiabada,['Brazil'],"['lemon_juice', 'lemon', 'sugar', 'guava', 'water']"
Vigorón,['Nicaragua'],"['chili_pepper', 'pickled_vegetable', 'vinegar', 'yuca', 'vegetable', 'onion', 'lime', 'chicharron', 'parsley', 'boiled_yuca_leaf', 'salt', 'tomato', 'cabbage', 'pepper', 'lime_juice', 'chili']"
Yakisoba,['Japan'],"['noodle', 'worcestershire_sauce', 'onion', 'green_onion', 'bean_sprout', 'cabbage', 'pork', 'bean', 'carrot']"
Muisjes,['Netherlands'],"['anise_seed', 'powdered_sugar', 'food_coloring', 'sugar', 'sprinkle', 'coloring', 'pastel_coating']"
Harira,"['Morocco', 'Algeria']","['chickpea', 'flour', 'onion', 'garlic', 'coriander', 'celery', 'black_pepper', 'vermicelli_noodle', 'cilantro', 'lentil', 'ginger', 'tomato', 'water', 'saffron', 'noodle', 'cinnamon', 'lamb', 'rice', 'parsley', 'bay_leaf', 'olive', 'cayenne_pepper', 'lemon', 'turmeric', 'olive_oil', 'salt', 'paprika', 'pepper', 'oil']"
Wuzetka,['Poland'],"['dark_chocolate', 'gelatin', 'vanilla', 'whipping_cream', 'chocolate', 'cream', 'flour', 'sugar', 'butter', 'vanilla_extract', 'baking_powder', 'baking_cocoa', 'egg']"
Sincronizada,['Mexico'],"['avocado', 'ham', 'flour', 'onion', 'flour_tortilla', 'tortilla', 'tomato', 'cheese', 'jalapeno']"
Chipa Guasu,['Paraguay'],"['fresh_corn_kernel', 'milk', 'onion', 'corn', 'salt', 'butter', 'cheese', 'egg']"
Meskouta,['Morocco'],"['vanilla', 'yogurt', 'milk', 'flour', 'orange', 'sugar', 'almond', 'salt', 'vanilla_extract', 'orange_juice', 'baking_powder', 'oil', 'egg', 'orange_zest']"
Ketoprak,['Indonesia'],"['fried_shallot', 'noodle', 'lime_juice', 'sweet_soy_sauce', 'vermicelli_noodle', 'peanut_sauce', 'garlic', 'rice_cake', 'cracker', 'rice', 'bean_sprout', 'shallot', 'peanut', 'tamarind', 'chili', 'bean', 'lime', 'tofu']"
Arroz A La Tumbada,['Mexico'],"['white_wine', 'wine', 'fish_fillet', 'clam', 'pea', 'onion', 'garlic', 'pepper', 'shrimp', 'chili', 'broth', 'vegetable', 'cilantro', 'tomato', 'water', 'fish', 'squid', 'lime', 'rice', 'mussel', 'carrot', 'vegetable_oil', 'lobster', 'salt', 'chili_pepper', 'green_bell_pepper', 'oil']"
Queimada,['Spain'],"['orange_peel', 'coffee', 'cinnamon', 'orujo', 'additional_fruit', 'lemon', 'fruit', 'sugar', 'coffee_bean', 'coffee_liqueur', 'liqueur', 'cinnamon_stick', 'brandy', 'lemon_peel', 'bean', 'orange']"
Khorovats,['Armenia'],"['sumac', 'mushroom', 'onion', 'garlic', 'potato', 'black_pepper', 'bell_pepper', 'tomato', 'eggplant', 'lamb', 'parsley', 'pork', 'zucchini', 'chicken', 'salt', 'paprika', 'pepper', 'oil', 'beef']"
Fattoush,['Lebanon'],"['lemon_juice', 'lettuce', 'sumac', 'cucumber', 'radish', 'lemon', 'onion', 'mint', 'olive_oil', 'green_onion', 'pita_bread', 'parsley', 'salt', 'tomato', 'pepper', 'bread', 'olive', 'oil']"
Ukha,['Russia'],"['fish', 'black_pepper', 'dill', 'water', 'lemon', 'vodka', 'onion', 'potato', 'parsley', 'pepper', 'tomato', 'bay_leaf', 'carrot', 'parsley_root']"
Tulumba,"['Oman', 'Jordan', 'Armenia', 'Greece', 'Georgia', 'Bulgaria', 'Bahrain', 'Palestine', 'Qatar', 'Romania', 'Azerbaijan', 'Bosnia and Herzegovina', 'United Arab Emirates', 'Iraq', 'Syria', 'Israel', 'Serbia', 'Croatia', 'North Macedonia', 'Albania', 'Lebanon', 'Iran', 'Egypt', 'Montenegro', 'Cyprus', 'Turkey', 'Slovenia', 'Kuwait', 'Saudi Arabia']","['vanilla', 'lemon_juice', 'oil_for_frying', 'water', 'flour', 'rose_water', 'honey', 'lemon', 'sugar', 'butter', 'vanilla_extract', 'baking_powder', 'oil', 'egg']"
Sate Bandeng,['Indonesia'],"['candle_nut', 'lemon_gras', 'milk', 'coconut', 'garlic', 'coriander', 'chili', 'grated_coconut', 'nut', 'sugar', 'tamarind', 'milkfish', 'lime_leaf', 'galangal', 'lemon', 'turmeric', 'shallot', 'salt', 'coconut_milk', 'lime']"
Kashiwa Mochi,['Japan'],"['mochi_rice', 'red_bean_paste', 'mochi', 'sugar', 'rice', 'kashiwa_leaf', 'bean', 'water']"
Esgarraet,['Spain'],"['salted_cod', 'red_pepper', 'garlic', 'onion', 'black_olive', 'olive_oil', 'tomato', 'pepper', 'olive', 'oil']"
Halabos,['Philippines'],"['calamansi_juice', 'lemon', 'garlic', 'calamansi', 'soda', 'salt', 'butter', 'shrimp', 'pepper', 'oil', 'water']"
Virado,['Brazil'],"['manioc_flour', 'flour', 'torresmo', 'onion', 'sausage', 'garlic', 'kale', 'rice', 'banana', 'tomato', 'pork', 'bean', 'egg']"
Palmier,['France'],"['vanilla', 'cinnamon', 'chocolate', 'puff_pastry', 'sugar', 'butter', 'pastry']"
Sheftalia,['Cyprus'],"['lamb_mince', 'cinnamon', 'lemon', 'leek', 'onion', 'lamb', 'garlic', 'sausage', 'parsley', 'salt', 'pepper', 'sausage_casing', 'pork', 'pork_mince']"
Jjigae,"['South Korea', 'North Korea']","['fish', 'tofu', 'mushroom', 'onion', 'garlic', 'kimchi', 'green_onion', 'fish_sauce', 'sesame_oil', 'pepper', 'red_pepper_flake', 'pork', 'soy_sauce', 'oil', 'beef']"
Burrito,"['United States', 'Mexico']","['salsa', 'lettuce', 'guacamole', 'cream', 'onion', 'sour_cream', 'cilantro', 'tortilla', 'rice', 'bell_pepper', 'tomato', 'pepper', 'cheese', 'bean', 'jalapeno', 'meat']"
Emmental Cheese,['Switzerland'],"['milk', 'cow', 'cow_milk', 'salt', 'rennet', 'starter_culture']"
Ham And Egg Bun,['Hong Kong'],"['yeast', 'sesame_seed', 'milk', 'ham', 'flour', 'sugar', 'salt', 'butter', 'oil', 'egg']"
Kitcha,"['Eritrea', 'Ethiopia']","['fenugreek_seed', 'wheat', 'water', 'flour', 'salt', 'butter', 'wheat_flour', 'fenugreek', 'oil', 'clarified_butter']"
Bake And Shark,['Trinidad and Tobago'],"['lettuce', 'flour', 'garlic', 'onion', 'hot_sauce', 'shark', 'mayonnaise', 'black_pepper', 'bun', 'pickle', 'tomato', 'ketchup', 'bread', 'cornmeal', 'cucumber', 'lime', 'coleslaw', 'shadow_benny', 'lemon', 'thyme', 'salt', 'pepper', 'oil']"
Bagel De Montréal,['Canada'],"['yeast', 'sesame_seed', 'water', 'flour', 'honey', 'sugar', 'salt', 'poppy_seed', 'oil', 'egg', 'malt']"
Sakuramochi,['Japan'],"['food_coloring', 'sugar', 'sweetened_red_bean_paste', 'glutinou_rice', 'rice', 'coloring', 'bean', 'cherry', 'pickled_cherry_leaf']"
Chanfaina,"['Mexico', 'Peru', 'Spain', 'Bolivia', 'Argentina']","['white_wine', 'wine', 'onion', 'garlic', 'potato', 'pepper', 'pork_offal', 'black_pepper', 'heart', 'kidney', 'stock', 'lamb', 'rice', 'pork', 'bay_leaf', 'olive', 'olive_oil', 'salt', 'paprika', 'liver', 'oil']"
California Roll,"['Canada', 'United States']","['avocado', 'crab', 'nori', 'cucumber', 'imitation_crab_meat', 'sushi_rice', 'rice', 'meat']"
Biltong,"['Zimbabwe', 'Namibia', 'Malawi', 'Zambia', 'Botswana', 'Eswatini', 'South Africa', 'Lesotho']","['vinegar', 'black_pepper', 'garlic', 'sugar', 'salt', 'coriander', 'pepper', 'chili', 'beef']"
Mute,['Colombia'],"['chili_pepper', 'avocado', 'beef', 'cassava', 'onion', 'garlic', 'cilantro', 'lime', 'potato', 'corn', 'salt', 'cumin', 'pork', 'pepper', 'cassava_potato', 'chili', 'hominy', 'bay_leaf']"
Fried cheese curds,"['United States', 'Canada']","['bread_crumb', 'milk', 'oil_for_frying', 'flour', 'onion_powder', 'garlic', 'beer', 'onion', 'salt', 'cheese_curd', 'garlic_powder', 'pepper', 'bread', 'cheese', 'oil', 'baking_powder', 'egg']"
Rundstück Warm,['Germany'],"['pork_roast', 'gravy', 'pickle', 'mustard', 'bread_roll', 'cabbage', 'bread', 'pork']"
Frog Cake,['Australia'],"['marzipan', 'buttercream', 'sponge_cake', 'food_coloring', 'coloring', 'icing']"
Fritada,['Ecuador'],"['avocado', 'plantain', 'water', 'achiote', 'ripe_banana', 'onion', 'garlic', 'potato', 'corn', 'salt', 'banana', 'cumin', 'orange_juice', 'pork', 'oil', 'orange']"
Ema Datshi,['Bhutan'],"['milk', 'cow', 'vegetable', 'vegetable_oil', 'onion', 'garlic', 'green_chili_pepper', 'ginger', 'salt', 'tomato', 'oil', 'pepper', 'cheese', 'chili']"
Olla Gitana,['Spain'],"['chorizo', 'pear', 'chickpea', 'onion', 'garlic', 'potato', 'green_bean', 'broth', 'almond', 'tomato', 'bean', 'water', 'saffron', 'ham', 'pumpkin', 'bay_leaf', 'olive', 'ham_bone', 'olive_oil', 'salt', 'paprika', 'pepper', 'green_bell_pepper', 'oil']"
Spatlo,['South Africa'],"['avocado', 'lettuce', 'french_fry', 'sandwich_bread', 'onion', 'fried_onion_ring', 'chili', 'pickle', 'tomato', 'bread', 'hot_dog_sausage', 'bacon', 'sausage', 'chili_relish', 'beef_patty', 'cheese', 'egg', 'sauce', 'beef']"
Hani,['United States'],"['grilled_onion', 'chicken', 'chicken_breast', 'lettuce', 'bacon', 'onion', 'pita_bread', 'mustard', 'tomato', 'cheddar_cheese', 'grilled', 'bread', 'cheese', 'mayonnaise']"
Mouna,['Algeria'],"['milk', 'flour', 'butter', 'lemon_zest', 'anise_seed', 'sesame_seed', 'sugar', 'almond', 'orange', 'water', 'yeast', 'vanilla', 'orange_blossom_water', 'olive', 'egg', 'orange_zest', 'lemon', 'olive_oil', 'salt', 'vanilla_extract', 'orange_juice', 'oil']"
Suncake,['Taiwan'],"['condensed_milk', 'sesame_seed', 'milk', 'water', 'flour', 'maltose', 'egg_yolk', 'lard', 'sugar', 'milk_powder', 'butter', 'baking_powder', 'egg']"
Umngqusho,['South Africa'],"['chili_powder', 'black_pepper', 'samp', 'onion', 'garlic', 'corn', 'parsley', 'salt', 'butter', 'coriander', 'tomato', 'pepper', 'oil', 'bean', 'chili', 'water']"
Banketstaaf,['Netherlands'],"['cinnamon', 'almond_paste', 'milk', 'flour', 'sugar', 'almond', 'salt', 'butter', 'egg']"
Pavese Agnolotti,['Italy'],"['spinach', 'flour', 'garlic', 'butter', 'lemon_zest', 'sage', 'black_pepper', 'ricotta', 'nutmeg', 'ground_meat', 'ricotta_cheese', 'cheese', 'all_purpose_flour', 'egg', 'meat', 'lemon', 'salt', 'pepper', 'parmesan_cheese']"
Griot,['Haiti'],"['onion', 'garlic', 'black_pepper', 'bell_pepper', 'vinegar', 'lime_juice', 'orange', 'lime', 'parsley', 'pork', 'clove', 'scotch_bonnet_pepper', 'thyme', 'shallot', 'salt', 'orange_juice', 'pepper', 'bouillon_cube', 'oil']"
Ensalada Campera,['Spain'],"['tuna', 'vinegar', 'black_pepper', 'onion', 'hard_boiled_egg', 'olive_oil', 'potato', 'salt', 'tomato', 'oil', 'pepper', 'olive', 'red_bell_pepper', 'green_bell_pepper', 'egg']"
Johnny Marzetti,['United States'],"['ground_beef', 'mushroom', 'onion', 'garlic', 'cheddar_cheese', 'mozzarella', 'mozzarella_cheese', 'tomato_sauce', 'black_pepper', 'broth', 'egg_noodle', 'tomato', 'water', 'noodle', 'worcestershire_sauce', 'tomato_paste', 'cheese', 'egg', 'salt', 'pepper', 'green_bell_pepper', 'parmesan_cheese', 'beef', 'diced_tomato']"
Stovies,['United Kingdom'],"['turnip', 'beef_dripping', 'onion', 'potato', 'carrot', 'salt', 'leftover_meat', 'pepper', 'beef', 'meat']"
Cà Ri Gà,['Vietnam'],"['lemon_gras', 'milk', 'coconut', 'onion', 'garlic', 'potato', 'chili', 'scallion', 'cilantro', 'sugar', 'ginger', 'fish_sauce', 'fish', 'lime_leaf', 'carrot', 'chili_pepper', 'chicken', 'lemon', 'sweet_potato', 'curry_powder', 'salt', 'coconut_milk', 'pepper', 'lime']"
Kubaneh,"['Yemen', 'Israel']","['yeast', 'sesame_seed', 'water', 'flour', 'honey', 'sugar', 'salt', 'butter', 'egg']"
Lecsó,['Hungary'],"['onion', 'garlic', 'bell_pepper', 'salt', 'tomato', 'pepper', 'oil']"
Namkhaeng Sai,['Thailand'],"['coconut_jelly', 'gelatin', 'milk', 'coconut', 'shaved_ice', 'coconut_cream', 'jelly', 'jackfruit', 'fruit_cocktail', 'syrup', 'gelatin_cube', 'bean', 'basil_seed', 'cream', 'gras_jelly', 'palm_seed', 'sweet_corn', 'red_bean', 'rice', 'corn', 'sweetened_condensed_milk', 'ice', 'pineapple', 'glutinou_rice_ball', 'fruit', 'basil', 'tapioca_pearl']"
Ossenworst,['Netherlands'],"['nitrate', 'mace', 'garlic', 'sugar', 'salt', 'coriander', 'pepper', 'nutmeg', 'clove', 'beef']"
Jansson's Temptation,['Sweden'],"['bread_crumb', 'dill', 'milk', 'cream', 'garlic', 'onion', 'heavy_cream', 'potato', 'salt', 'butter', 'pepper', 'bread', 'anchovy']"
Tuna Casserole,"['Australia', 'United States', 'Finland', 'Canada']","['tuna', 'bread_crumb', 'celery', 'noodle', 'milk', 'cream', 'mushroom', 'pea', 'onion', 'potato_chip', 'cream_of_mushroom_soup', 'egg_noodle', 'potato', 'butter', 'cheddar_cheese', 'bread', 'cheese', 'egg']"
Tortilla De Chorizo,['Spain'],"['chorizo', 'onion', 'garlic', 'olive_oil', 'potato', 'salt', 'pepper', 'olive', 'oil', 'egg']"
Andrajos,['Spain'],"['white_wine', 'wine', 'cod', 'clam', 'flour', 'onion', 'garlic', 'potato', 'hare', 'black_pepper', 'tomato', 'water', 'red_bell_pepper', 'saffron', 'wheat', 'mint', 'bay_leaf', 'olive', 'rabbit', 'olive_oil', 'salt', 'wheat_flour', 'paprika', 'pepper', 'green_bell_pepper', 'oil']"
Acaçá,['Brazil'],"['banana_leaf', 'milk', 'cornmeal', 'coconut', 'white_cornmeal', 'salt', 'banana', 'coconut_milk', 'water']"
Ostropel,['Romania'],"['stock', 'chicken', 'chicken_stock', 'onion', 'garlic', 'salt', 'tomato', 'paprika', 'pepper', 'vinegar', 'red_bell_pepper']"
Kubdari,['Georgia'],"['black_pepper', 'khmeli_suneli', 'beef', 'water', 'cream', 'flour', 'onion', 'garlic', 'sour_cream', 'salt', 'cumin', 'coriander', 'red_pepper_flake', 'pork', 'cheese', 'paprika', 'pepper', 'fenugreek']"
Rookworst,['Netherlands'],"['beef', 'bacon', 'garlic', 'salt', 'pepper', 'coriander', 'pork', 'nutmeg', 'clove', 'water', 'allspice']"
Ham Chim Peng,"['Indonesia', 'Brunei', 'Malaysia', 'Cambodia', 'Philippines', 'Vietnam', 'Myanmar', 'Singapore', 'China', 'Laos', 'Thailand']","['milk', 'flour', 'coconut', 'glutinou_rice_flour', 'spice', 'sesame_seed', 'five_spice_powder', 'sugar', 'bean', 'water', 'red_bean_paste', 'yeast', 'wheat', 'rice', 'salt', 'wheat_flour', 'coconut_milk', 'baking_powder', 'oil', 'alkaline_water']"
Patlıcanlı Kebap,['Turkey'],"['black_pepper', 'lamb', 'onion', 'garlic', 'olive_oil', 'bell_pepper', 'parsley', 'salt', 'tomato', 'red_pepper_flake', 'cumin', 'pepper', 'olive', 'eggplant', 'oil', 'beef']"
Pizza-ghetti,['Canada'],"['pizza', 'spaghetti']"
Pease Pudding,['United Kingdom'],"['ham', 'pea', 'bacon', 'onion', 'pinch_of_nutmeg', 'salt', 'pinch_of_pepper', 'yellow_split_pea', 'butter', 'pinch_of_salt', 'nutmeg', 'pepper', 'ham_bone', 'water']"
Holishkes,"['Poland', 'Romania', 'Slovakia', 'Serbia', 'Croatia', 'Hungary', 'Lithuania', 'Slovenia']","['egg', 'tomato_sauce', 'lemon_juice', 'lemon', 'onion', 'garlic', 'sugar', 'rice', 'salt', 'cabbage', 'paprika', 'tomato', 'bay_leaf', 'raisin', 'pepper', 'ground_meat', 'carrot', 'meat']"
Svið,['Iceland'],"['turnip', 'potato', 'salt', 'pepper', 'sheep_head', 'mashed_turnip', 'rutabaga']"
Songpyeon,"['North Korea', 'South Korea']","['glutinou_rice_flour', 'sesame_seed', 'black_bean', 'flour', 'mugwort', 'honey', 'jujube', 'sugar', 'rice', 'pine_needle', 'red_bean', 'chestnut', 'salt', 'soybean', 'bean', 'water']"
Coca,['Spain'],"['yeast', 'flour', 'yeast_sweet', 'olive_oil', 'salt', 'olive', 'oil', 'water', 'savory_topping']"
Nargesi,['Iran'],"['spinach', 'yogurt', 'onion', 'garlic', 'turmeric', 'salt', 'butter', 'tomato', 'pepper', 'oil', 'egg']"
Crispbread,"['Finland', 'Sweden']","['anise_seed', 'yeast', 'fennel', 'wheat', 'flour', 'rye_flour', 'salt', 'whole_wheat_flour', 'oat', 'fennel_seed', 'water', 'caraway_seed']"
Tabbouleh,"['Syria', 'Lebanon']","['lemon_juice', 'wheat', 'lemon', 'onion', 'mint', 'olive_oil', 'parsley', 'salt', 'tomato', 'bulgur_wheat', 'pepper', 'olive', 'oil']"
Mee Ka Tee,"['Laos', 'Thailand']","['milk', 'coconut', 'onion', 'hard_boiled_egg', 'garlic', 'palm_sugar', 'prawn', 'chili', 'cilantro', 'sugar', 'fish_sauce', 'tamarind', 'lime_juice', 'bean', 'tofu', 'fish', 'noodle', 'tamarind_paste', 'green_onion', 'rice', 'peanut', 'pork', 'egg', 'chili_pepper', 'rice_noodle', 'bean_sprout', 'shallot', 'coconut_milk', 'red_curry_paste', 'pepper', 'lime']"
Woolton Pie,['United Kingdom'],"['flour', 'onion', 'rolled_oat', 'potato', 'whole_wheat_flour', 'oat', 'turnip', 'celery', 'vegetable', 'cauliflower', 'water', 'stock', 'wheat', 'swede', 'leek', 'vegetable_stock', 'parsley', 'carrot', 'salt', 'pepper', 'parsnip', 'margarine']"
Karedok,['Indonesia'],"['long_bean', 'garlic', 'shrimp', 'palm_sugar', 'chili', 'sugar', 'tamarind', 'cabbage', 'lime_juice', 'thai_basil', 'bean', 'fried_shallot', 'tofu', 'cucumber', 'shrimp_paste', 'peanut', 'tempeh', 'bean_sprout', 'shallot', 'salt', 'basil', 'lime']"
Pigs In Blankets,"['United Kingdom', 'Ireland']","['chipolata', 'bacon']"
Gordita,['Mexico'],"['salsa', 'avocado', 'chorizo', 'lettuce', 'shredded_chicken', 'black_bean', 'queso_fresco', 'tomato', 'bean', 'water', 'cream', 'sour_cream', 'cheese', 'masa_harina', 'refried_bean', 'chicken', 'nopale', 'salt', 'oil']"
Harissa,"['Western Sahara', 'Morocco', 'Mauritania', 'Egypt', 'Libya', 'Tunisia', 'Algeria']","['coriander_seed', 'garlic', 'pepper', 'coriander', 'chili', 'cumin_seed', 'smoked_paprika', 'cumin', 'tomato', 'lemon_juice', 'mint', 'tomato_paste', 'olive', 'caraway_seed', 'lemon', 'olive_oil', 'salt', 'paprika', 'chili_pepper', 'oil']"
Pata Tim,['Philippines'],"['wine', 'brown_sugar', 'starch', 'mushroom', 'garlic', 'onion', 'soy_sauce', 'sugar', 'oyster', 'corn_starch', 'oyster_sauce', 'water', 'pork_leg', 'chinese_cooking_wine', 'star_anise', 'corn', 'pork', 'bok_choy', 'peppercorn', 'sesame_oil', 'oil']"
Diples,['Greece'],"['vanilla', 'cinnamon', 'walnut', 'flour', 'honey', 'lemon', 'orange', 'olive_oil', 'sugar', 'oil', 'orange_juice', 'olive', 'lemon_zest', 'brandy', 'ouzo', 'baking_powder', 'egg']"
Chicken Paprikash,['Hungary'],"['chicken', 'broth', 'cream', 'flour', 'onion', 'garlic', 'sour_cream', 'lard', 'chicken_broth', 'bell_pepper', 'salt', 'tomato', 'paprika', 'butter', 'pepper', 'oil']"
Cheez-It,['United States'],"['soy_lecithin', 'yeast', 'milk', 'vegetable', 'vegetable_oil', 'annatto', 'flour', 'enriched_flour', 'cheese', 'cheese_made_with_skim_milk', 'salt', 'paprika', 'annatto_extract', 'paprika_oleoresin', 'oil']"
Bibikkan,['Sri Lanka'],"['flour', 'coconut', 'cardamom', 'grated_coconut', 'roasted_rice_flour', 'nut', 'cashew_nut', 'ginger_preserve', 'sugar', 'ginger', 'nutmeg', 'cinnamon', 'semolina', 'rice', 'raisin', 'clove', 'date', 'jaggery', 'honey', 'salt', 'cashew']"
Grahova pretepena juha,['Croatia'],"['vinegar', 'black_pepper', 'cream', 'flour', 'onion', 'sour_cream', 'garlic', 'sausage', 'salt', 'paprika', 'pepper', 'bean', 'oil', 'bay_leaf']"
Lobiani,['Georgia'],"['pastry_dough', 'onion', 'garlic', 'kidney_bean', 'salt', 'chili_flake', 'coriander', 'pepper', 'cheese', 'pastry', 'bean', 'chili', 'egg', 'kidney']"
Túrós Csusza,['Hungary'],"['black_pepper', 'pasta', 'cream', 'bacon', 'sour_cream', 'salt', 'butter', 'pepper', 'cheese', 'cottage_cheese']"
Crispy Pata,['Philippines'],"['garlic', 'peppercorn', 'salt', 'pork', 'vinegar', 'pork_leg', 'soy_sauce', 'oil', 'water', 'bay_leaf']"
Koshary,['Egypt'],"['chickpea', 'onion', 'garlic', 'chili', 'tomato_sauce', 'vegetable', 'macaroni', 'lentil', 'cumin', 'tomato', 'vinegar', 'lemon_juice', 'chili_sauce', 'rice', 'vegetable_oil', 'lemon', 'salt', 'pepper', 'oil']"
Sankaya Fak Thong,"['Cambodia', 'Laos', 'Thailand']","['vanilla', 'milk', 'coconut', 'pumpkin', 'pandan_leaf', 'sugar', 'salt', 'vanilla_extract', 'coconut_milk', 'egg']"
Koah-pau,"['China', 'Taiwan']","['wine', 'hoisin_sauce', 'garlic', 'soy_sauce', 'spice', 'bun', 'rice_wine', 'five_spice_powder', 'cilantro', 'sugar', 'steamed_bun', 'mustard', 'rock_sugar', 'pork_belly', 'rice', 'peanut', 'pork', 'pickled_mustard_green', 'shallot', 'crushed_peanut']"
